id,quran_ayas_id,quran_ayas_languages_code,number,text
ENAR308,QA308,ENAR,308,"Say (O dear Prophet Mohammed – peace and blessings be upon him), “Shall I inform you of something better than that? For the pious, with their Lord, are Gardens beneath which rivers flow – they will abide in it forever – and pure wives, and Allah’s pleasure”; and Allah sees the bondmen."
ENAR309,QA309,ENAR,309,"Those who say, “Our Lord! we have accepted faith, so forgive us our sins and save us from the punishment of fire.”"
ENAR310,QA310,ENAR,310,"The steadfast, and the truthful, and the reverent, and who spend in Allah's cause, and who seek forgiveness in the last hours of the night (before dawn)."
ENAR311,QA311,ENAR,311,"Allah has given witness that there is none worthy of worship (God) except Him – and the angels and the scholars also give witness, established with justice (with truth) – there is no God except Him, the Almighty, the Wise."
ENAR312,QA312,ENAR,312,"Indeed the only true religion in the sight of Allah is Islam; those who had received the Books differed only after the knowledge came to them, due to their hearts’ envy; and whoever disbelieves in the signs of Allah, then Allah is Swift At Taking Account."
ENAR313,QA313,ENAR,313,"Then if they argue with you, (O dear Prophet Mohammed – peace and blessings be upon him) say, “I have submitted my face (self) to Allah and likewise have my followers”; and say to the People given the Book(s) and the illiterate, “Have you submitted (accepted Islam)?” If they submit, they have attained the right path – and if they turn away (reject), then your duty is only to convey this command; and Allah is seeing the bondmen."
ENAR314,QA314,ENAR,314,"Those who disbelieve in the signs of Allah, and wrongfully martyr the Prophets, and slay people who enjoin justice – so give them the glad tidings of a painful punishment."
ENAR315,QA315,ENAR,315,They are those whose deeds are wasted in this world and in the Hereafter; and they do not have any aides.
ENAR316,QA316,ENAR,316,"Did you not see them who have received a part of the Book – when called towards the Book of Allah for judging between them, a group of them opposes it and turns away?"
ENAR317,QA317,ENAR,317,"They dared to do this because they say, “The fire will definitely not touch us except for a certain number of days”; and they are deceived in their religion by the lies they fabricated."
ENAR318,QA318,ENAR,318,"So what will be (their state) when We bring all of them together for the Day (of Resurrection) about which there is no doubt; and every soul will be paid back in full for what it has earned, and they will not be wronged."
ENAR319,QA319,ENAR,319,"Invoke (O dear Prophet Mohammed – peace and blessings be upon him), “O Allah! Owner Of The Kingdom – You bestow the kingdom on whomever You will, and You take back the kingdom from whomever You will; and You give honour to whomever You will, and You humiliate whomever You will; only in Your Hand (control) lies all goodness; indeed, You are Able to do all things.”"
ENAR320,QA320,ENAR,320,"“You cause part of the night to pass into the day, and You cause part of the day to pass into the night; and You bring forth the living from the dead, and You bring forth the dead from the living; and You give to whomever You will, without account.”"
ENAR321,QA321,ENAR,321,"The Muslims must not befriend the disbelievers, in preference over the Muslims; whoever does that has no connection whatsoever with Allah, except if you fear them; Allah warns you of His wrath; and towards Allah only is the return."
ENAR322,QA322,ENAR,322,"Say, (O dear Prophet Mohammed – peace and blessings be upon him), “Whether you hide or reveal whatever is in your hearts, Allah knows it all; and He knows all whatever is in the heavens and all whatever is in the earth; and Allah has control over all things.”"
ENAR323,QA323,ENAR,323,On the Day when every soul will be confronted with all the good that it has done; and all the evil that it has done – it will wish that perhaps there would have been a great distance between itself and the punishment; and Allah warns you of His punishment; and Allah is Most Compassionate towards His bondmen.
ENAR324,QA324,ENAR,324,"Proclaim, (O dear Prophet Mohammed – peace and blessings be upon him), “O mankind! If you love Allah, follow me – Allah will love you and forgive you your sins”; and Allah is Oft Forgiving, Most Merciful."
ENAR325,QA325,ENAR,325,"Proclaim, “Obey Allah and the Noble Messenger”; so if they turn away – then Allah is not pleased with the disbelievers."
ENAR326,QA326,ENAR,326,"Indeed Allah chose Adam, and Nooh, and the Family of Ibrahim, and the Family of Imran over the creation."
ENAR327,QA327,ENAR,327,"They are the descendants one of another; and Allah is the All Hearing, the All Knowing."
ENAR328,QA328,ENAR,328,"(Remember) When the wife of Imran said, “My Lord! I pledge to you what is in my womb – that it shall be dedicated purely in Your service, so accept it from me; indeed You only are the All Hearing, the All Knowing.”"
ENAR329,QA329,ENAR,329,"So when she gave birth to it, she said, “My Lord! I have indeed given birth to a girl!” And Allah well knows what she gave birth to; and the boy she had prayed for is not like this girl; “And I have named her Maryam and I give her and her offspring in Your protection, against Satan the outcast.”"
ENAR330,QA330,ENAR,330,"So her Lord fully accepted her (Maryam), and gave her an excellent development; and gave her in Zakaria’s guardianship; whenever Zakaria visited her at her place of prayer, he found new food with her; he said, “O Maryam! From where did this come to you?” She answered, “It is from Allah; indeed Allah gives to whomever He wills, without limit account.” (Miracles occur through the friends of Allah.)"
ENAR331,QA331,ENAR,331,"It is here that Zakaria prayed to his Lord; he said, “My Lord! Give me from Yourself a righteous child; indeed You only are the Listener Of Prayer.”"
ENAR332,QA332,ENAR,332,"And the angels called out to him while he was standing, offering prayer at his place of worship, “Indeed Allah gives you glad tidings of Yahya (John), who will confirm a Word (or sign) from Allah, – a leader, always refraining from women, a Prophet from one of Our devoted ones.”"
ENAR333,QA333,ENAR,333,"He said, “My Lord! How can I have a son when old age has reached me and my wife is barren?” He said, “This is how Allah brings about, whatever He wills.”"
ENAR334,QA334,ENAR,334,"He said, “My Lord! Determine a sign for me”; He said, “The sign is that you shall not be able to speak to mankind for three days except by signs; and remember your Lord profusely, and proclaim His Purity before sunset and at dawn.”"
ENAR335,QA335,ENAR,335,"And when the angels said, “O Maryam! Indeed Allah has chosen you and purified you, and has this day, chosen you among all the women of the world.”"
ENAR336,QA336,ENAR,336,"“O Maryam! Stand in reverence before your Lord, prostrate yourself and bow along with those who bow.”"
ENAR337,QA337,ENAR,337,"These are tidings of the hidden, which We secretly reveal to you (O dear Prophet Mohammed – peace and blessings be upon him); and you were not present with them when they threw their pens to draw lots, to know who should be the guardian of Maryam; nor were you present with them when they were quarrelling. (Yet you know of these things – this is a proof of your being a Prophet.)"
ENAR338,QA338,ENAR,338,"And remember when the angels said, “O Maryam! Allah gives you glad tidings of a Word from Him, whose name is the Messiah, Eisa the son of Maryam – he will be honourable in this world and in the Hereafter, and among the close ones (to Allah).”"
ENAR339,QA339,ENAR,339,"“He will speak to people while he is in the cradle and in his adulthood, and will be of the devoted ones.”"
ENAR340,QA340,ENAR,340,"She said, “My Lord! How can I bear a child when no man has ever touched me?” He said, “This is how Allah creates whatever He wills; when He wills a thing, He only says to it, ‘Be’ – and it happens immediately.”"
ENAR341,QA341,ENAR,341,"“And Allah will teach him the Book and wisdom, and the Taurat (Torah) and the Injeel (Bible).”"
ENAR342,QA342,ENAR,342,"“And he will be a Noble Messenger towards the Descendants of Israel saying, ‘I have come to you with a sign from your Lord, for I mould a birdlike sculpture from clay for you, and I blow into it and it instantly becomes a (living) bird, by Allah’s command; and I heal him who was born blind, and the leper, and I revive the dead, by Allah’s command; and I tell you what you eat and what you store in your houses; undoubtedly in these (miracles) is a great sign for you, if you are believers.’ (Several miracles bestowed to Prophet Eisa are mentioned here.)"
ENAR343,QA343,ENAR,343,"‘And I come confirming the Taurat (Torah) – the Book before me – and to make lawful for you some of the things which were forbidden to you, and I have come to you with a sign from your Lord – therefore fear Allah and obey me.’"
ENAR344,QA344,ENAR,344,‘Undoubtedly Allah is the Lord of all – mine and yours – so worship Him only; this is the Straight Path.’”
ENAR345,QA345,ENAR,345,"So when Eisa sensed their disbelief he said, “Who will be my aides towards (in the cause of) Allah?” The disciples said, “We are the aides of Allah’s religion; we believe in Allah, and you bear witness that we are Muslims.”"
ENAR346,QA346,ENAR,346,"“Our Lord! We have believed in what You have sent down and we follow the Noble Messenger, therefore record us among the witnesses of the truth.”"
ENAR347,QA347,ENAR,347,"And the disbelievers conspired (to kill Eisa), and Allah covertly planned to destroy them; and Allah is the best of secret planners."
ENAR348,QA348,ENAR,348,"Remember when Allah said, “O Eisa! I will keep you alive till your full age, and raise you towards Me, and cleanse you of the disbelievers and give your followers dominance over the disbelievers until the Day of Resurrection; then you will all return to Me, so I shall judge between you concerning the matter in which you dispute.”"
ENAR349,QA349,ENAR,349,"“So I shall mete a severe punishment to those who disbelieve, in this world and in the Hereafter; and they will not have any supporters.”"
ENAR350,QA350,ENAR,350,"“And for those who believed and did good deeds, Allah will give them their full reward; and Allah does not like the unjust.”"
ENAR351,QA351,ENAR,351,"These are some verses that We recite to you, and advice full of wisdom."
ENAR352,QA352,ENAR,352,"The example of Eisa with Allah is like that of Adam; He created him (Adam) from clay and then said to him, “Be” – and it thereupon happens!"
ENAR353,QA353,ENAR,353,"O listener! (followers of this Prophet) This is the Truth from your Lord, so never be of those who doubt."
ENAR354,QA354,ENAR,354,"Therefore say to those who dispute with you (O dear Prophet Mohammed – peace and blessings be upon him) concerning Eisa after the knowledge has come to you, “Come! Let us summon our sons and your sons, and our women and your women, and ourselves and yourselves – then pray humbly, thereby casting the curse of Allah upon the liars!” (The Christians did not accept this challenge.)"
ENAR355,QA355,ENAR,355,"This undoubtedly is the true narrative; there is none worthy of worship except Allah; and Allah is the Almighty, the Wise."
ENAR356,QA356,ENAR,356,"So if they turn away, then indeed Allah knows those who cause turmoil."
ENAR357,QA357,ENAR,357,"Say (O dear Prophet Mohammed – peace and blessings be upon him), “O People given the Book(s)! Come towards a word which is common between us and you, that we shall worship no one except Allah, and that we shall not ascribe any partner to Him, and that none of us shall take one another as lords besides Allah”; then if they do not accept say, “Be witness that (only) we are Muslims.”"
ENAR358,QA358,ENAR,358,"O People given the Book(s)! Why do you argue about Ibrahim, whereas the Taurat (Torah) and the Injeel (Bible) were not sent down until after him? So do you not have sense?"
ENAR359,QA359,ENAR,359,Listen! This was what you argued about – of which you have some knowledge – why do you then argue about the matter you do not have any knowledge of? And Allah knows whereas you do not know.
ENAR360,QA360,ENAR,360,"Ibrahim was neither a Jew nor a Christian; but he was a Muslim, free from all falsehood; and was not of the polytheists."
ENAR361,QA361,ENAR,361,"Undoubtedly among all mankind who have the best claim to Ibrahim are those who followed him, and this Prophet (Mohammed – peace and blessings be upon him) and the believers; and Allah is the Guardian of the believers."
ENAR362,QA362,ENAR,362,"A group among the People given the Book(s) desire that if only they could lead you astray; and they only make themselves astray, and they do not have sense."
ENAR363,QA363,ENAR,363,"O People given the Book(s)! Why do you disbelieve in the signs of Allah, whereas you yourselves are witnesses?"
ENAR364,QA364,ENAR,364,"O People given the Book(s)! Why do you mix the truth with falsehood and conceal the truth, whereas you know?"
ENAR365,QA365,ENAR,365,"And a group among the People given the Book(s) said, “Believe in what has been sent down to the believers in the morning and deny it by evening – perhaps they (the Muslims) may turn back (disbelieve).”"
ENAR366,QA366,ENAR,366,"“And do not believe in anyone except him who follows your religion”; say (O dear Prophet Mohammed – peace and blessings be upon him), “Only Allah’s guidance is the true guidance” – (so why not believe in it) if someone has been given similar to what was given to you, or if someone may be able to evidence it against you before your Lord; say (O dear Prophet Mohammed – peace and blessings be upon him), “Undoubtedly the munificence lies only in Allah’s Hand (control); He may bestow upon whomever He wills; and Allah is Most Capable, All Knowing.”"
ENAR367,QA367,ENAR,367,"“He chooses by His mercy, whomever He wills; and Allah is the Owner of Great Munificence.”"
ENAR368,QA368,ENAR,368,"Among the People given the Book(s) is one who, if you trust him with a heap of treasure, will return it to you; and among them is one who, if you trust him with (just) one coin, will not return it to you unless you constantly stand over him (keep demanding); that is because they say, “We are not obliged in any way, in the case of illiterates”; and they purposely fabricate lies against Allah."
ENAR369,QA369,ENAR,369,"Yes, why not? Whoever fulfilled his pledge and practised piety – and indeed Allah loves the pious."
ENAR370,QA370,ENAR,370,"Those who accept abject prices in exchange of Allah’s covenant and their oaths, do not have a portion in the Hereafter – Allah will neither speak to them nor look towards them on the Day of Resurrection, nor will He purify them; and for them is a painful punishment."
ENAR371,QA371,ENAR,371,"And amongst them are some who distort (change words of) the Book with their tongues, so that you may think that this also is in the Book whereas it is not in the Book; and they say, “This is from Allah” whereas it is not from Allah; and they fabricate lies against Allah, whereas they know."
ENAR372,QA372,ENAR,372,"It is not for any human to whom Allah has given the Book and wisdom and Prophethood, that he should afterwards say to the people, “Leave (the worship of) Allah and be my worshippers” – but he will surely say, “Be sincere worshippers of Allah, because you teach the Book and you preach from it.”"
ENAR373,QA373,ENAR,373,And nor will he command you to appoint the angels and the Prophets as Gods; would he (a Prophet) command you to disbelieve after you have become Muslims?
ENAR374,QA374,ENAR,374,"And remember when Allah took a covenant from the Prophets; “If I give you the Book and knowledge and the (promised) Noble Messenger (Prophet Mohammed – peace and blessings be upon him) comes to you, confirming the Books you possess, you shall positively, definitely believe in him and you shall positively, definitely help him”; He said, “Do you agree, and accept My binding responsibility in this matter?” They all answered, “We agree”; He said, “Then bear witness amongst yourselves, and I Myself am a witness with you.”"
ENAR375,QA375,ENAR,375,So those who turn away after this – it is they who are the sinners.
ENAR376,QA376,ENAR,376,"So do they desire a religion other than the religion of Allah, whereas to Him has submitted whoever is in the heavens and the earth, willingly or grudgingly, and it is to Him they will return?"
ENAR377,QA377,ENAR,377,"Say, “We believe in Allah and what is sent down to us and what was sent down to Ibrahim, and Ismael, and Ishaq, and Yaqub (Jacob) and their sons, and that which came to Moosa and Eisa and the Prophets, from their Lord; we do not make any distinction, in belief, between any of them, and to Him we have submitted ourselves.”"
ENAR378,QA378,ENAR,378,"And if one seeks a religion other than Islam, it will never be accepted from him; and he is among the losers in the Hereafter."
ENAR379,QA379,ENAR,379,"Why should Allah will guidance for the people who disbelieved, after their having accepted faith and bearing witness that the Noble Messenger is a true one, and after clear signs had come to them? And Allah does not guide the unjust."
ENAR380,QA380,ENAR,380,The recompense of such is that on them is the curse of Allah and of the angels and of men combined.
ENAR381,QA381,ENAR,381,"Remaining in it forever; their punishment will not be lightened, nor will they get any respite."
ENAR382,QA382,ENAR,382,"Except those who repented thereafter and reformed themselves; then indeed Allah is Oft Forgiving, Most Merciful."
ENAR383,QA383,ENAR,383,"Indeed those who disbelieve after having accepted faith, and advance further in their disbelief – their repentance will never be accepted; and it is they who are the astray."
ENAR384,QA384,ENAR,384,"Those who disbelieved and died as disbelievers – an earth full of gold will never be accepted from any one of them, even if he offers it, for his freedom; for them is a painful punishment and they do not have any aides."
ENAR385,QA385,ENAR,385,You can never attain virtue until you spend in Allah's cause the things you love; and Allah is Aware of whatever you spend.
ENAR386,QA386,ENAR,386,"All food was lawful for the Descendants of Israel (Jacob), except what Israel forbade for himself, before the Taurat (Torah) was sent down; say, “Bring the Taurat and read it, if you are truthful.”"
ENAR387,QA387,ENAR,387,So henceforth whoever fabricates lies against Allah – it is they who are the unjust.
ENAR388,QA388,ENAR,388,"Say (O dear Prophet Mohammed – peace and blessings be upon him), “Allah is truthful; so follow the religion of Ibrahim, who was free from all falsehood; and he was not of the polytheists.”"
ENAR389,QA389,ENAR,389,"Indeed the first house that was appointed as a place of worship for mankind, is the one at Mecca (the Holy Ka’aba), blessed and a guidance to the whole world;"
ENAR390,QA390,ENAR,390,"In it are clear signs – the place where Ibrahim stood (is one of them); and whoever enters it shall be safe; and performing the Hajj (pilgrimage) of this house, for the sake of Allah, is a duty upon mankind, for those who can reach it; and whoever disbelieves – then Allah is Independent (Unwanting) of the entire creation!"
ENAR391,QA391,ENAR,391,"Say (O dear Prophet Mohammed – peace and blessings be upon him), “O People given the Book(s)! Why do you not believe in the verses (or signs) of Allah, whereas your deeds are being witnessed by Allah?”"
ENAR392,QA392,ENAR,392,"Say (O dear Prophet Mohammed – peace and blessings be upon him), “O People given the Book(s)! Why do you prevent those who have accepted faith from the way of Allah, seeking to cause deviation in it, whereas you yourselves are witnesses to it? And Allah is not unaware of your deeds!”"
ENAR393,QA393,ENAR,393,"O People who Believe! If you obey some of People given the Book(s), they will definitely turn you into disbelievers after your having accepted faith."
ENAR394,QA394,ENAR,394,"And how can you disbelieve, whereas Allah’s verses are recited to you and His Noble Messenger is present amongst you?! And whoever takes the support of Allah is indeed guided to the right path."
ENAR395,QA395,ENAR,395,"O People who Believe! Fear Allah in the manner He should rightfully be feared, and do not die except as Muslims."
ENAR396,QA396,ENAR,396,"And hold fast to the rope of Allah, all of you together, and do not be divided; and remember Allah’s favour on you, that when there was enmity between you, He created affection between your hearts, so due to His grace you became like brothers to each other; and you were on the edge of a pit of fire (hell), so He saved you from it; this is how Allah explains His verses to you, so that you may be guided."
ENAR397,QA397,ENAR,397,"And there should be a group among you that invites to goodness, and enjoins good deeds and forbids immorality; it is they who are the successful."
ENAR398,QA398,ENAR,398,And do not be like those who became divided and disputed after the clear signs had come to them; and for them is a terrible punishment.
ENAR399,QA399,ENAR,399,"On the Day (of Resurrection) when some faces will be shining and some faces black; so, (to) those whose faces are blackened, “What! You disbelieved after you had accepted faith! Therefore now taste the punishment, the result of your disbelief.”"
ENAR400,QA400,ENAR,400,"And those whose faces will be shining, are in the mercy of Allah; they will abide in it forever."
ENAR401,QA401,ENAR,401,"These are the verses of Allah, which We recite to you (O dear Prophet Mohammed – peace and blessings be upon him), with truth; and Allah does not wish any injustice to the creation."
ENAR402,QA402,ENAR,402,And to Allah only belongs all whatever is in the heavens and all whatever is in the earth; and towards Allah only is the return of all matters.
ENAR403,QA403,ENAR,403,You are the best among all the nations that were raised among mankind – you enjoin good deeds and forbid immorality and you believe in Allah; and if the People given the Book(s) believed it would be better for them; some of them are believers (Muslims) and most of them are disbelievers. (The best Ummah is that of Prophet Mohammed – peace and blessings be upon him.)
ENAR404,QA404,ENAR,404,"They cannot harm you except cause some trouble; and if they fight against you, they will turn their backs on you; then they will not be helped."
ENAR405,QA405,ENAR,405,"Disgrace has been destined for them – wherever they are they shall not find peace, except by a rope from Allah and a rope from men – and they have deserved the wrath of Allah, and misery is destined for them; that is because they used to disbelieve in the signs of Allah, and unjustly martyr the Prophets; that was for their disobedience and transgression."
ENAR406,QA406,ENAR,406,All of them are not alike; among the People given the Book(s) are some who are firm on the truth – they recite the verses of Allah in the night hours and prostrate (before Him).
ENAR407,QA407,ENAR,407,"They accept faith in Allah and the Last Day, and enjoin good deeds and forbid immorality, and hasten to perform good deeds; and they are the righteous."
ENAR408,QA408,ENAR,408,And they will not be denied the reward of whatever good they do; and Allah knows the pious.
ENAR409,QA409,ENAR,409,"Indeed those who disbelieve – neither their wealth nor their offspring will help save them in the least, from Allah; and they are the people of fire; remaining in it forever."
ENAR410,QA410,ENAR,410,"The example of what they spend in this worldly life is similar to the freezing cold wind which struck the fields of a nation who wronged themselves, and destroyed it completely; and Allah did not oppress them, but it is they who wronged themselves."
ENAR411,QA411,ENAR,411,"O People who Believe! Do not share your secrets with others – they do all they can to ruin you; they desire the maximum harm for you; enmity has been revealed from their speech, and what they hide in their breasts is greater; we have explained the signs clearly to you, if you have intelligence."
ENAR412,QA412,ENAR,412,"Listen! It is you who love them and they do not love you, whereas the fact is that you believe in all the Books; when they meet you they say, “We believe”; and when they are alone they chew their fingers at you with rage; say, “Die in your frenzy!” Allah knows well what lies within the hearts."
ENAR413,QA413,ENAR,413,"If some good reaches you, they feel unhappy; and if misfortune befalls you, they will rejoice; and if you remain steadfast and pious, their evil scheme will not harm you in the least; undoubtedly all what they do is encompassed by Allah."
ENAR414,QA414,ENAR,414,"And remember O dear Prophet (Mohammed – peace and blessings be upon him) when you came forth from your house in the morning, appointing the believers on positions of battle; and Allah is All Hearing, All Knowing."
ENAR415,QA415,ENAR,415,When two groups among you almost decided to show cowardice – and Allah is their Protector; and in Allah only should the believers trust.
ENAR416,QA416,ENAR,416,Allah indeed aided you at Badr when you had no means; so fear Allah – so that you may be thankful.
ENAR417,QA417,ENAR,417,"When you O dear Prophet (Mohammed – peace and blessings be upon him) said to the believers, “Is it not sufficient for you that your Lord may support you by sending down three thousand angels?”"
ENAR418,QA418,ENAR,418,"Yes, why not? If you patiently endure and remain pious, and the disbelievers attack you suddenly, your Lord will send down five thousand marked angels to help you."
ENAR419,QA419,ENAR,419,"And Allah did not bestow this victory except for your happiness, and only that your hearts may attain peace with it; and there is no help except from Allah, the Almighty, the Wise."
ENAR420,QA420,ENAR,420,"So He may cut off a part of the disbelievers, or disgrace them so that they return unsuccessful."
ENAR421,QA421,ENAR,421,"This matter is not for you to decide – whether He guides them to repent or punishes them, for they are the unjust."
ENAR422,QA422,ENAR,422,"And to Allah only belongs all whatever is in the heavens and all whatever is in the earth; He may forgive whomever He wills, and punish whomever He wills; and Allah is Oft Forgiving, Most Merciful."
ENAR423,QA423,ENAR,423,"O People who Believe! Do not devour usury doubling and quadrupling it; and fear Allah, hoping that you achieve success."
ENAR424,QA424,ENAR,424,And save yourselves from the fire which is prepared for disbelievers.
ENAR425,QA425,ENAR,425,"And obey Allah and the Noble Messenger, hoping that you gain mercy. (Obeying the Prophet is in fact obeying Allah.)"
ENAR426,QA426,ENAR,426,"And rush towards forgiveness from your Lord, and towards a Paradise that can hold all the heavens and the earth in its width – prepared for the pious."
ENAR427,QA427,ENAR,427,"Those who spend in Allah’s cause, in happiness and in grief, and who control their anger and are forgiving towards mankind; and the righteous are the beloved of Allah."
ENAR428,QA428,ENAR,428,"And those who, when they commit an immoral act or wrong themselves, remember Allah and seek forgiveness of their sins – and who forgives sins except Allah? And those who do not purposely become stubborn regarding what they did."
ENAR429,QA429,ENAR,429,"For such the reward is forgiveness from their Lord, and Gardens beneath which rivers flow – abiding in it forever; what an excellent reward for the performers (of good deeds)!"
ENAR430,QA430,ENAR,430,Some traditions have been tried before you – therefore travel in the land and see what sort of fate befell those who denied.
ENAR431,QA431,ENAR,431,"This is an explanation for mankind, a guidance and an advice to the pious."
ENAR432,QA432,ENAR,432,And do not be negligent nor grieve – it is you who will be victorious if you are believers.
ENAR433,QA433,ENAR,433,"If you have been struck by some misfortune, so they (the disbelievers) too have been struck earlier with the same misfortune; these are the days in which We have allotted turns to people; and so that Allah may make known the believers and may bestow martyrdom to some of you; and Allah does not befriend the unjust."
ENAR434,QA434,ENAR,434,"And so that Allah may purify* the believers, and destroy the disbelievers. (* Forgive them their sins, if any.)"
ENAR435,QA435,ENAR,435,"What! You assume that you will enter Paradise while Allah has not yet tested your warriors, nor yet tested the steadfast?"
ENAR436,QA436,ENAR,436,And you used to wish for death before you met it; so now you see it before your eyes.
ENAR437,QA437,ENAR,437,"And Mohammed (peace and blessings be upon him) is purely* a Noble Messenger; there have been Noble Messengers before him; so if he departs or is martyred, will you turn back on your heels? So whoever turns back on his heels does not cause any harm to Allah; and Allah will soon reward the thankful. (* Neither God nor an angel, but a human being with the highest spiritual status.)"
ENAR438,QA438,ENAR,438,"And no soul can die except by Allah’s command – a time has been appointed for each; whoever desires the rewards of this world, We bestow upon him from it; and whoever desires the reward of the Hereafter, We bestow upon him from it; and We shall soon reward the thankful."
ENAR439,QA439,ENAR,439,"And many Prophets have fought in Allah’s cause – and many devoted men were with them; so neither did they lose heart due to the calamities that befell them in Allah's cause, nor did they weaken and nor were they subdued; and the steadfast are the beloved of Allah."
ENAR440,QA440,ENAR,440,"And they never said anything except that they invoked, “Our Lord! Forgive us our sins and the excesses committed during our efforts, and keep our feet steady, and bestow us help over the disbelievers.”"
ENAR441,QA441,ENAR,441,So Allah gave them the reward of this world and the best of rewards in the Hereafter; and Allah loves the righteous.
ENAR442,QA442,ENAR,442,"O People who Believe! If you obey the disbelievers, they will make you turn back on your heels, so you will then turn back as losers."
ENAR443,QA443,ENAR,443,"In fact, Allah is your Master; and He is the Best Supporter."
ENAR444,QA444,ENAR,444,"Soon We shall cast awe in the hearts of disbelievers because they have appointed partners to Allah, for which He has not sent any proof; their destination is hell; and what a wretched abode for the unjust!"
ENAR445,QA445,ENAR,445,"And indeed Allah has proved true His promise to you, when you used to slay the disbelievers by His command; until the time you people lost courage and disputed about the order and disobeyed after Allah had shown you what pleases you; some of you desired the world, and some of you desired the Hereafter; thereafter He turned you away from them in order to test you; and undoubtedly He has forgiven you; and Allah is Most Munificent towards the Muslims."
ENAR446,QA446,ENAR,446,"When you were leaving, unconcerned without turning to look back at anyone, and from another group Our Noble Messenger was calling you (to fight); so He gave you sorrow in lieu of sorrow, and then forgave you so that you do not grieve over what has been lost or over the calamity that befell you; and Allah is Well Aware of what you do."
ENAR447,QA447,ENAR,447,"Then after grief, He sent down a peaceful slumber (calm), which engulfed a group among you – and another party kept fearing for their own lives, thinking wrongfully of Allah – like the thoughts of ignorance; they say, “Do we have any authority in this matter?” Say (O dear Prophet Mohammed – peace and blessings be upon him), “All authority lies only with Allah”; they hide in their hearts what they do not reveal to you; they say, “Had we any control, we would not have been slain here”; say, “Even if you had been in your houses, those destined to be slain would have come forth to their places of slaying; and in order that Allah may test what is in your breasts and reveal whatever is in your hearts”; and Allah knows well what lies within the hearts."
ENAR448,QA448,ENAR,448,"Indeed those of you who turned back on the day when the two armies met – for it was the devil who caused them to waver, because of some of their deeds; and undoubtedly Allah has forgiven them; indeed Allah is Oft Forgiving, Most Forbearing."
ENAR449,QA449,ENAR,449,"O People who Believe! Do not be like the disbelievers who said regarding their brothers who went on a journey or on holy war, “If they had been here with us they would not have died or been killed” – so that Allah may make it as despair in their hearts; and Allah gives life and causes death; and Allah is seeing your deeds."
ENAR450,QA450,ENAR,450,"And if you are killed in Allah’s way or die, then the pardon from Allah and mercy are better than all what they hoard."
ENAR451,QA451,ENAR,451,"And whether you are killed or you die, towards Allah you will be gathered."
ENAR452,QA452,ENAR,452,"So what a great mercy it is from Allah that you (O dear Prophet Mohammed – peace and blessings be upon him), are lenient towards them; and if you had been stern and hardhearted (unsympathetic) they would have certainly been uneasy in your company; so forgive them and intercede for them and consult with them in the conduct of affairs; and when you decide upon something, rely upon Allah; indeed Allah loves those who trust (Him)."
ENAR453,QA453,ENAR,453,"If Allah supports you, no one can overcome you; and if He forsakes you, who is there who can then help you? And in Allah only should the Muslims trust."
ENAR454,QA454,ENAR,454,"And it is unimaginable that any Prophet would hide something; and whoever hides it, will bring what he hid with him on the Day of Resurrection; then every soul will be paid in full for whatever they earned; and they will not be wronged."
ENAR455,QA455,ENAR,455,So is one who follows the will of Allah equal to one who has incurred the wrath from Allah and whose home is the fire? And what a wretched place to return!
ENAR456,QA456,ENAR,456,They are in different ranks before Allah; and Allah sees their deeds.
ENAR457,QA457,ENAR,457,"Allah has indeed bestowed a great favour upon the Muslims, in that He sent to them a Noble Messenger (Prophet Mohammed – peace and blessings be upon him) from among them, who recites to them His verses, and purifies them, and teaches them the Book and wisdom; and before it, they were definitely in open error. (The Holy Prophet Mohammed – peace and blessings be upon him – is one of Allah’s greatest favours to mankind.)"
ENAR458,QA458,ENAR,458,"So will you say when disaster strikes you, though you had struck them with twice as much, “Where has this come from?” Say (to them, O dear Prophet Mohammed – peace and blessings be upon him), “It has come from yourselves”; indeed Allah is Able to do all things."
ENAR459,QA459,ENAR,459,"And the calamity that struck you on the day the two armies met, was by Allah’s command – and in order that He may make known the believers."
ENAR460,QA460,ENAR,460,"And in order to expose them who turned hypocrites; and it was said to them, “Come, fight in Allah's cause, or repel the enemy”; they answered, “If we knew how to fight, we would certainly have been with you”; and on that day they were nearer to open disbelief than to professed faith; they utter with their mouths what is not in their hearts; and Allah knows well what they hide. –"
ENAR461,QA461,ENAR,461,"Those who spoke regarding their brothers while they themselves stayed back at home, “Had they listened to us, they would not have been slain”; say (to them, O dear Prophet Mohammed – peace and blessings be upon him), “Then avert your own death, if you are truthful!”"
ENAR462,QA462,ENAR,462,"And do not ever assume that those who are slain in Allah's cause, are dead; in fact they are alive with their Lord, receiving sustenance. (Death does not mean extinction, it is the passing of the soul from this world to another. In case of virtuous believers, their bodies do not rot after death and they remain “alive”, in the manner Allah has ordained for them.)"
ENAR463,QA463,ENAR,463,"Happy over what Allah has bestowed upon them from His grace, and rejoicing for those who will succeed them, and have not yet joined them; for on them is no fear nor any grief."
ENAR464,QA464,ENAR,464,"They rejoice because of the favours from Allah and (His) munificence, and because Allah does not waste the reward of the believers."
ENAR465,QA465,ENAR,465,Those who responded to the call of Allah and His Noble Messenger after they had been grieved; for the virtuous and the pious among them is a great reward.
