id,quran_ayas_id,quran_ayas_languages_code,number,text
URAA234,QA234,URAA,234,اور اگر انہوں نے طلاق کا پختہ ارداہ کر لیا تو بے شک الله سننے والا جاننے والا ہے
URAA235,QA235,URAA,235,اور طلاق دی ہوئی عورتیں تین حیض تک اپنے آپ کو روکے رکھیں اور ان کے لیے جائز نہیں کہ چھپائیں جو الله نے ان کے پیٹوں میں پیدا کیاہے اگر وہ الله اور قیامت کے دن پر ایمان رکھتی ہیں اوران کے خاوند اس مدت میں ان کو لوٹالینے کے زیادہ حق دار ہیں اگر وہ اصلاح کا اردہ رکھتے ہیں اور دستور کے مطابق ان کا ویسا ہی حق ہےجیسا ان پر ہے اور مردوں کو ان پر فضیلت دی ہے اور الله غالب حکمت والا ہے
URAA236,QA236,URAA,236,طلاق دو مرتبہ ہے پھر بھلائی کے ساتھ روک لینا ہے یا نیکی کے ساتھ چھوڑ دنیا ہے اور تمہارے یے اس میں سے کچھ بھی لینا جائز نہیں جو تم نے انہیں دیا ہے مگر یہ کہ دونوں ڈریں کہ الله کی حدیں قائم نہیں رکھ سکیں گے پھر اگرتمہیں خوف ہو کہ دونوں الله کی حدیں قائم نہیں رکھ سکیں گے تو ان دونوں پر اس میں کوئی گناہ نہیں کہ عورت معاوضہ دے کر پیچھا چھڑالے یہ الله کی حدیں ہیں سو ان سے تجاوز نہ کرو اورجو الله کی حدوں سے تجاوز کرے گا سو وہی ظالم ہیں
URAA237,QA237,URAA,237,پھر اگر اسے طلاق دے دی تو اس کے بعد اس کے لیے وہ حلال نہ ہوگی یہاں تک کہ وہ کسی اور خاوند سے نکاح کرے پھر اگر وہ اسے طلاق دے دے تو ان دونوں پر کوئی گناہ نہیں کہ آپس میں رجوع کر لیں اگر ان کا گمان غالب ہو کہ وہ الله کی حدیں قائم سکیں گے اور یہ الله کی حدیں ہیں وہ انہیں کھول کر بیان کرتا ہے ان لوگوں کے لیے جو علم رکھتے ہیں
URAA238,QA238,URAA,238,اور جب عورتوں کو طلاق دے دوپھر وہ اپنی عدت کو پہنچ جائیں تو انہیں حسن سلوک سے روک لو یا انہیں دستور کے مطابق چھوڑ دو اور انہیں تکلیف دینے کے یے نہ روکو تاکہ تم سختی کرو اور جو ایسا کرے گا تو وہ اپنے اوپر ظلم کرے گا اور الله کی آیتوں کا تمسخر نہ اڑاؤ اورالله کے احسان کو یاد کرو جو اس نے تم پر کیا ہے اور جو اس نے تم پر کتاب اور حکمت اتاری ہے کہ تمہیں اس سے نصیحت کرے اور الله سے ڈرو اور جان لو کہ الله ہر چیز کو خوب جاننے والا ہے
URAA239,QA239,URAA,239,اورجب تم عورتوں کو طلاق دے دو پس وہ اپنی عدت تمام کر چکیں تو اب انہیں اپنے خاوندوں سے نکاح کرنے سے نہ روکو جب کہ وہ آپس میں دستور کے مطابق راضی ہو جائیں تم میں سے یہ نصیحت اسے کی جاتی ہے جو الله اور قیامت کے دن پر ایمان رکھتا ہے یہ تمہارے لیے بڑی پاکیزی اوربڑی صفائی کی بات ہے اور الله ہی جانتا ہے اور تم نہیں جانتے
URAA240,QA240,URAA,240,اور مائیں اپنے بچوں کو پورے دو برس دودھ پلائیں یہ اس کے لیے ہے جو دودھ کی مدت کو پورا کرنا چاہے اور باپ پر دودھ پلانے والیوں کا کھانا اور کپڑا دستور کے مطابق ہے کسی کو تکلیف نے دی جائے مگر اسی قدر کہ اس کی طاقت ہو نہ ماں کو اس کے بچہ کی وجہ سے تکلیف دی جائے اور نہ باپ ہی کو اس کی اولاد کی وجہ سے اور وارث پر بھی ویسا ہی نان نفقہ ہے پھر اگر دونوں اپنی رضا مندی اور مشورہ سے دودھ چھڑانا چاہیں تو ان پر کوئی گناہ نہیں ہے اور اگر کسی اور سے اپنی اولاد کو دودھ پلوانا چاہو تو اس میں بھی تم پر کوئی گناہ نہیں بشرطیکہ تم دے دو جو دستور کے مطابق تم نے دینا ٹھرایا ہے اور الله سے ڈرو اور جان لو کہ الله اسے جو تم کرتے ہو خوب دیکھتا ہے
URAA241,QA241,URAA,241,اور جو تم میں سے مر جائیں اور بیویاں چھوڑ جائيں تو ان بیویوں کو چار مہینے دس دن تک اپنے نفس کو روکنا چاہیئے پھر جب وہ اپنی مدت پوری کر لیں تو تم پر اس میں کوئی گناہ نہیں جو وہ دستور کے مطابق اپنے حق میں کریں اور الله اس سے جو تم کرتے ہو خبردار ہے
URAA242,QA242,URAA,242,اورتم پر اس میں گناہ نہیں ہے کہ ان عورتوں کو اشارہ سے پیغام نکاح دو اور یا تم اسے اپنے دل میں چھپاؤ الله جانتاہے کہ تمہیں ان عورتوں کا خیال پیدا ہو گا لیکن مخفی طور پر ان سے نکاح کا وعدہ نہ کرو مگر یہ کہ قاعدہ کے مطابق کوئی بات کہو اورجب تک معیاد نوشتہ پوری نہ ہو اس وقت تک نکاح کا قصد بھی نہ کرو اور جان لو کہ الله جانتا ہے جو کچھ تمہارے دلو ں میں ہے پس اس سے ڈرتے رہو اور جان لو الله بڑا بخشنے والا بردبار ہے
URAA243,QA243,URAA,243,تم پر کوئی گناہ نہیں اگر تم عورتوں کو طلاق دے دو جب کہ انہیں ہاتھ بھی نہ لگایا ہو اور ان کے لیے کچھ مہر بھی مقرر نہ کیا ہو اور انہیں کچھ سامان دے دو وسعت والے پر اپنے قدر کے مطابق اور مفلس پر اپنے قدر کے مطابق سامان حسب دستور ہے نیکو کاروں پر یہ حق ہے
URAA244,QA244,URAA,244,اور اگر تمہیں انہیں طلاق دو اس سے پہلےکہ انہیں ہاتھ لگاؤ حالانکہ تم ان کے لیے مہر مقرر کر چکے ہو تو نصف اس کا جو تم نے مقرر کیا تھا مگر یہ کہ وہ معاف کر دیں یا وہ شخص معاف کر دے جس کے ہاتھ میں نکاح کی گرہ ہے اور تمہارا معاف کر دینا پرہیزگاری کے زیادہ قریب ہے اور آپس میں احسان کرنا نہ بھولو کیوں کہ جو کچھ بھی تم کر رہے ہو الله اسے دیکھ رہا ہے
URAA245,QA245,URAA,245,سب نمازوں کی حفاظت کیا کرو اور (خاص کر) درمیانی نماز کی اور الله کے لیے ادب سے کھڑے رہا کرو
URAA246,QA246,URAA,246,پھر اگر تمہیں خوف ہو تو پیادہ یا سوار ہی (پڑھ لیا کرو) پھر جب امن پاؤ تو الله کو یادکیا کرو جیسا اس نے تمہیں سکھایا ہے جو تم نہ جانتے تھے
URAA247,QA247,URAA,247,اور جو لوگ تم میں سے مر جائیں اوربیویاں چھوڑ جائیں تو انہیں اپنی بیویوں کے لیے سال بھر کے لیے گزارہ کے واسطے وصیت کرنی چاہیئے گھر سے باہر گئے بغیر پھر اگر وہ خود نکل جائیں توتم پر اس میں کوئي گناہ نہیں جو وہ عورتیں اپنے حق میں دستور کے موافق کریں اور الله زبردست حکمت والا ہے
URAA248,QA248,URAA,248,اور طلاق دی ہوئی عورتوں کے واسطے دستور کے موافق خرچ دینا پرہیزگارو ں پر یہ لازم ہے
URAA249,QA249,URAA,249,اسی طرح الله تمہارے واسطے اپنے احکام بیان فرماتا ہے تاکہ تم سمجھ لو
URAA250,QA250,URAA,250,کیا تم نے ان لوگو ں کو نہیں دیکھا جو موت کے ڈر سے اپنے گھروں سے نکلے حالانکہ وہ ہزاروں تھے پھر الله نےان کو فرمایا کہ مرجاؤ پھر انہیں زندہ کر دیا بے شک الله لوگوں پر فضل کرنے والا ہے لیکن اکثر لوگ شکر نہیں کرتے
URAA251,QA251,URAA,251,اور الله کی راہ میں لڑو اور سمجھ لو کہ بے شک الله خوب سننے والا جاننے والا ہے
URAA252,QA252,URAA,252,ایسا کون شخص ہے جو الله کو اچھا قرض دے پھر الله اس کو کئی گناہ بڑھا کردے اور الله ہی تنگی کرتا ہے اور کشائش کرتا ہے اورتم سب اسی کی طرف لوٹائے جاؤ گے
URAA253,QA253,URAA,253,کیاتم نے بنی اسرائیل کی ایک جماعت کو موسیٰ کے بعد نہیں دیکھا جب انہوں نے اپنے نبی سے کہا کہ ہمارے لیے ایک بادشاہ مقرر کر دو تاکہ ہم الله کی راہ میں لڑیں پیغمبر نے کہاکیا یہ بھی ممکن ہے اگر تمہیں لڑائی کا حکم ہو تو تم اس وقت نہ لڑو انہوں نے کہا ہم الله کی راہ میں کیوں نہیں لڑیں گے حالانکہ ہمیں اپنے گھروں اور اپنےبیٹوں سے نکال دیا گیا ہے پھر جب انہیں لڑائی کا حکم ہوا تو سوائے چند آدمیوں کے سب پھر گئے اور الله ظالموں کو خوب جانتا ہے
URAA254,QA254,URAA,254,ان کے نبی نے ان سے کہا بے شک الله نے طالوت کو تمہارا بادشاہ مقرر فرمایا ہے انہوں نے کہا اس کی حکومت ہم پر کیوں کر ہو سکتی ہے اس سے تو ہم ہی سلطنت کے زیادہ مستحق ہیں اور اسے مال میں بھی کشائش نہیں دی گئی پیغمبر نے کہا بے شک الله نے اسے تم پر پسند فرمایا ہے اور اسے علم اور جسم میں زیادہ فراخ دی ہے اور الله اپنا ملک جسے چاہے دیتا ہے اور الله کشائش والا جاننے والا ہے
URAA255,QA255,URAA,255,اوربنی اسرائیل سے ان کے نبی نے کہاکہ طالوت کی بادشاہی کی یہ نشانی ہے کہ تمہارے پاس وہ صندوق واپس آئے گا جس میں تمہارے رب کی طرف سے اطمینان ہے اور کچھ بچی ہوئی چیزیں ہیں ان میں سے جو موسیٰ اور ہارون کی اولاد چھوڑ گئی تھی اس صندوق کو فرشتے اٹھا لائیں گے بے شک اس میں تمہارے لیے پوری نشانی ہے اگرتم ایمان والے ہو
URAA256,QA256,URAA,256,پھر جب طالوت فوجیں لے کر نکلا کہا بے شک الله ایک نہر سے تمہاری آزمائش کرنے والا ہے جس نے اس نہر کا پانی پیا تو وہ میرا نہیں ہے اور جس نے اسے نہ چکھا تو وہ بےشک میرا ہے مگر جو کوئی اپنے ہاتھ سے ایک چلو بھر لے (تو اسے معاف ہے) پھر ان میں سے سوائے چند آدمیوں کے سب نے اس کا پانی پی لیا پھر جب طالوت اور ایمان والے ا س کے ساتھ پار ہوئے تو کہنے لگے آج ہمیں جالوت اور اس کے لشکروں سے لڑنے کی طاقت نہیں جن لوگو ں کو خیال تھا کہ انہیں الله سے ملنا ہے وہ کہنے لگے بار ہا بڑی جماعت پر چھوٹی جماعت الله کے حکم سے غالب ہوئی ہے اور الله صبر کرنے والو ں کے ساتھ ہے
URAA257,QA257,URAA,257,اورجب جالوت اور اس کی فوجوں کے سامنے ہوئے تو کہا اے رب ہمارے دلوں میں صبر ڈال دے اور ہمارے پاؤں جمائے رکھ اور اس کافر قوم پر ہماری مدد کر
URAA258,QA258,URAA,258,پھر الله کے حکم سے مومنو ں نے جالوت کے لشکروں کو شکست دی اور داؤد نے جالوت کو مار ڈالا اور الله نے سلطنت اور حکمت داؤد کو دی اور جو چاہا اسے سکھایا اور اگر الله کابعض کو بعض کے ذریعے سے دفع کرا دینا نہ ہوتا تو زمین فساد سے پُر ہو جاتی لیکن الله جہان والوں پر بہت مہربان ہے
URAA259,QA259,URAA,259,یہ الله کی آیتیں ہیں ہم تمہیں ٹھیک طور پر پڑھ کر سناتے ہیں اوربے شک تو ہمارے رسولوں میں سے ہے
URAA260,QA260,URAA,260,یہ سب رسول ہیں ہم نے ان میں سے بعض کو بعض پر فضیلت دی ہے بعض وہ ہیں جن سے الله نے کلام فرمائی اور بعضوں کے درجے بلند کیے اور ہم نے عیسیٰ مریم کے بیٹے کو صریح معجزے دیے تھے اور اسے روح القدس کے ساتھ قوت دی تھی اور اگر الله چاہتا تو وہ لوگ جو ان پیغمبروں کے بعد آئے وہ آپس میں نہ لڑتے بعد اس کے کہ ان کے پاس صاف حکم پہنچ چکے تھے لیکن ان میں اختلاف پیدا ہو گیا پھر کوئی ان میں سے ایمان لایا اور کوئی کافر ہوا اور اگر الله چاہتا تو وہ آپس میں نہ لڑتے لیکن الله جو چاہتا ہے کرتا ہے
URAA261,QA261,URAA,261,اے ایمان والو! جو ہم نے تمہیں رزق دیا ہے اس میں سے خرچ کرو اس دن کے آنے سے پہلے جس میں نہ کوئی خرید و فروخت ہو گی اور نہ کوئی دوستی اور نہ کوئی سفارش اور کافر وہی ظالم ہیں
URAA262,QA262,URAA,262,الله کے سوا کوئی معبود نہیں زندہ ہےسب کا تھامنے والا نہ اس کی اونگھ دبا سکتی ہے نہ نیند آسمانوں اور زمین میں جو کچھ بھی ہے سب اسی کا ہے ایسا کون ہے جو اس کی اجازت کے سوا اس کے ہاں سفارش کر سکے مخلوقات کے تمام حاضر اور غائب حالات کو جانتا ہے اور وہ سب اس کی معلومات میں سےکسی چیز کا احاطہ نہیں کر سکتے مگر جتنا کہ وہ چاہے اس کی کرسی نے سب آسمانوں اور زمین کو اپنے اندر لے رکھا ہے اور الله کو ان دونوں کی حفاظت کچھ گراں نہیں گزرتی اور وہی سب سےبرتر عظمت والا ہے
URAA263,QA263,URAA,263,دین کے معاملے میں زبردستی نہیں ہے بے شک ہدایت یقیناً گمراہی سے ممتاز ہو چکی ہے پھر جو شخص شیطان کو نہ مانے اور الله پر ایمان لائے تو اس نے مضبوط حلقہ پکڑ لیاجو ٹوٹنے والا نہیں اور الله سننے والا جاننے والا ہے
URAA264,QA264,URAA,264,الله ایمان والوں کا مددگار ہے اور انہیں اندھیروں سے روشنی کی طرف نکالتا ہے اور جو لوگ کافر ہیں ان کے دوست شیطان ہیں انہیں روشنی سے اندھیروں کی طرف نکالتے ہیں یہی لوگ دوزخ میں رہنے والے ہیں وہ اس میں ہمیشہ رہیں گے
URAA265,QA265,URAA,265,کیا تو نے اس شخص کو نہیں دیکھا جس نے ابراھیم سے اس کے رب کی بابت جھگڑا کیا اس لیے کہ الله نے اسے سلطنت دی تھی جب ابراھیم نے کہا کہ میرا رب وہ ہے جو زندہ کرتا ہے اور مارتا ہے اس نے کہا میں بھی زندہ کرتا ہوں اور مارتا ہوں کہا ابراھیم نے بے شک الله سورج مشرق سے لاتا ہے تو اسے مغرب سے لے آ تب وہ کافر حیران رہ گیا اور الله بے انصافوں کی سیدھی راہ نہیں دکھاتا
URAA266,QA266,URAA,266,یا تو نے اس شخص کو نہیں دیکھا جو ایک شہر پر گزرا اور وہ اپنی چھتوں پر گرا ہوا تھاکہا اسے الله مرنے کے بعد کیوں کر زندہ کرے گا پھر الله نے اسے سو برس تک مار ڈالا پھر اسے اٹھایا کہا تو یہاں کتنی دیر رہا کہا ایک دن یا اس سے کچھ کم رہا فرمایا بلکہ تو سو برس رہا ہے اب تو اپنا کھانا اور پینا دیکھ وہ تو سڑا نہیں اور اپنے گدھے کو دیکھ اور ہم نے تجھے لوگوں کے واسطے نمونہ چاہا ہے اور ہڈیوں کیطرف دیکھ کہ ہم انہیں کس طرح ابھار کر جوڑدیتے ہیں پھر ان پر گوشت پہناتے ہیں پھر اس پر یہ حال ظاہر ہوا تو کہا میں یقین کرتا ہو ں کہ بے شک الله ہر چیز پر قادر ہے
URAA267,QA267,URAA,267,اور یاد کر جب ابراھیم نے کہا اے میرے پروردگار! مجھ کو دکھا کہ تو مردے کو کس طرح زندہ کرے گا فرمایا کہ کیا تم یقین نہیں لاتے کہا کیوں نہیں لیکن اس واسطے چاہتاہوں کہ میرے دل کو تسکین ہو جائے فرمایا تو چار جانور اڑنے والے پکڑے پھر انہیں اپنے ساتھ ہلا لے پھر ہر پہاڑ پر ان کے بدن کا ایک ایک ٹکڑا رکھ دے پھر ان کو بلا تیرے پاس دوڑتے ہوئے آئیں گے اور جان لے کہ بے شک الله زبردست حکمت والا ہے
URAA268,QA268,URAA,268,ان لوگوں کی مثال جو الله کی راہ میں مال خرچ کرتے ہیں ایسی ہے کہ جیسے ایک دانہ کہ اگائے سات بالیں ہر بال میں سو سو دانے اور الله جس کے واسطے چاہے بڑھاتا ہے اور الله بڑی وسعت جاننے والا ہے
URAA269,QA269,URAA,269,جو لوگ اپنے مال الله کی راہ میں خرچ کرتے ہیں پھر خرچ کرنے کے بعد نہ احسان رکھتے ہیں اور نہ ستاتے ہیں انہیں کے لیے اپنے رب کے ہاں ثواب ہے اوران پر نہ کوئی ڈر ہے اور نہ وہ غمگین ہوں گے
URAA270,QA270,URAA,270,مناسب بات کہہ دینا اور درگزر کرنا اس خیرات سے بہتر ہے جس کے بعد ستانا ہو اور الله بے پرواا نہایت تحمل والا ہے
URAA271,QA271,URAA,271,اے ایمان والو! احسان رکھ کر اور ایذا دے کے اپنی خیرات کو ضائع نہ کرو اس شخص کی طرح جو اپنا مال لوگوں کے دکھانے کو خرچ کرتا ہے اور الله پر اور قیامت کے دن پر یقین نہیں رکھتا سو اس کی مثال ایسی ہے جیسے صاف پتھر کہ اس پر کچھ مٹی پڑی ہو پھر اس پر زور کا مینہ برساپھر اسی کو بالکل صاف کر دیا ایسے لوگوں کو اپنی کمائی ذرا ہاتھ بھی نہ لگے گی اور الله کافروں کو سیدھی راہ نہیں دکھاتا
URAA272,QA272,URAA,272,اور ان لوگوں کی مثال جو اپنے مال الله کی رضا حاصل کرنے کے لیے اور اپنے دلوں کو مضبوط کر کے خرچ کرتے ہیں ایسی ہے جس طرح بلند زمین پر ایک باغ ہو اس پر زور کا مینہ برسا تو وہ باغ اپنا پھل دوگنا لایا اور اگر اس پر مینہ نہ برسایا تو شبنم ہی کافی ہے اور الله تمہارے کاموں کو خوب دیکھنے والا ہے
URAA273,QA273,URAA,273,کیا تم میں کسی کو یہ بات پسند آتی ہے کہ اس کا ایک باغ کھجور اور انگور کا ہو جس کے نیچے نہریں بہتی ہوں اسے اس باغ میں اوربھی ہر طرح کا میوہ حاصل ہو اور اس پر بڑھاپا آ گیا ہو اور اس کی اولاد ضعیف ہو تب اس باغ پرایک بگولہ آ پڑا جس میں آگ تھی جس سے وہ باغ جل گیا الله تمہیں اس طرح نشانیاں سمجھاتا ہے تاکہ تم سوچا کرو
URAA274,QA274,URAA,274,اے ایمان والو! اپنی کمائی میں سے ستھری چیزیں خرچ کرو اور اس چیز میں سے بھی جو ہم نے تمہارے لیے زمین سے پیدا کی ہے اور اس میں سے ردی چیز کا ارادہ نہ کرو کہ اس کو خرچ کرو حالانکہ تم اسے کبھی نہ لو مگر یہ کہ چشم پوشی کر جاؤ اور سمجھ لو کہ بے شک الله بے پرواہ تعریف کیا ہوا ہے
URAA275,QA275,URAA,275,شیطان تمہیں تنگدستی کا وعدہ دیتا ہے اور بے حیائی کا حکم کرتا ہے اور الله تمہیں اپنی بخشش اور فضل کا وعدہ دیتا ہے اور الله بہت کشائش کرنے والا سب کچھ جاننے والا ہے
URAA276,QA276,URAA,276,جس کو چاہتا ہے سمجھ دے دیتا ہے اور جسے سمجھ دی گئی تو اسے بڑی خوبی ملی اور نصیحت وہی قبول کرتے ہیں جو عقل والے ہیں
URAA277,QA277,URAA,277,اورجو تم خیرات کے طور پر خرچ کرو گے یا تم کوئی منت مانگوگے تو بے شک الله کو سب معلوم ہے اور ظالموں کا کوئی مددگار نہیں ہے
URAA278,QA278,URAA,278,اگر تم خیرات ظاہر کرکے دو تو بھی اچھی بات ہے اور اگر اسے چھپا کردو اور فقیروں کو پہنچادو تو تمہارے حق میں وہ بہتر ہے اور الله تمہارے کچھ گناہ دور کر دے گا اور الله تمہارے کاموں سے خوب خبر رکھنے والا ہے
URAA279,QA279,URAA,279,انہیں راہ پر لانا تیرے ذمہ نہیں اور لیکن الله جسے چاہے راہ پر لاتا ہے اور جو مال تم خرچ کرو گے اس کا نفع تمہاری جان کے لیے ہےاور الله ہی کی رضا مندی کے لیے خرچ کرو اور جو اچھی چیز تم خرچ کرو گے اس کا پورا اجر تمہیں دیا جائے گا ااور تم پر ظلم نہیں کیا جائے گا
URAA280,QA280,URAA,280,خیرات ان حاجت مندوں کے لیے ہے جو الله کی راہ میں رکےہوئے ہیں ملک میں چل پھر نہیں سکتے ناواقف ان کے سوال نہ کرنے سے انہیں مال دار سمجھتا ہے تو ان کے چہرے سے پہچان سکتا ہے لوگوں سے لپٹ کر سوال نہیں کرتے اور جو کام کی چیز تم خرچ کرو گے بے شک وہ الله کو معلوم ہے
URAA281,QA281,URAA,281,جو لوگ اپنے مال الله کی راہ میں رات اوردن چھپا کر اور ظاہر خرچ کرتے ہیں تو ان کے لیےاپنے رب کے ہاں ثواب ہے ان پر نہ کوئي ڈر ہے اور نہ وہ غمگین ہوں گے
URAA282,QA282,URAA,282,جو لوگ سود کھاتے ہیں قیامت کے دن وہ نہیں اٹھیں گے مگر جس طرح کہ وہ شخص اٹھتا ہے جس کے حواس جن نے لپٹ کر کھو دیئے ہیں یہ حالت ان کی اس لیے ہوگی کہ انہوں نے کہا تھا کہ سوداگری بھی تو ایسی ہی ہے جیسےسود لینا حالانکہ الله نے سوداگری کو حلال کیا ہے اور سود کو حرام کیا ہے پھر جسے اپنے رب کی طرف سے نصیحت پہنچی اوروہ باز آ گیا تو جو پہلے لے چکا ہے وہ اسی کا رہا اور اس کا معاملہ الله کے حوالہ ہے اور جو کوئی پھر سود لے وہی لوگ دوزخ والے ہیں وہ اس میں ہمیشہ رہیں گے
URAA283,QA283,URAA,283,الله سود کو مٹاتا ہے اور صدقات کو بڑھاتا ہے اور الله کسی ناشکرے گناہگار کو پسندنہیں کرتا
URAA284,QA284,URAA,284,جو لوگ ایمان لائے اور نیک کام کیے اور نماز کو قائم رکھا اور زکواةٰ دیتے رہے تو ان کے رب کے ہاں ان کااجر ہے اور ان پر کوئی خوف نہ ہوگا اور نہ وہ غمگین ہوں گے
URAA285,QA285,URAA,285,اے ایمان والو! الله سے ڈرو اور جو کچھ باقی سود رہ گیا ہے اسے چھوڑ دو اگر تم ایمان والے ہو
URAA286,QA286,URAA,286,اگر تم نے نہ چھوڑا تو الله اور اس کے رسول کی طرف سے تمہارےخلاف اعلان جنگ ہے اور اگرتوبہ کرلوتو اصل مال تمھارا تمہارے واسطے ہے نہ تم کسی پر ظلم کرو اور نہ تم پر ظلم کیا جائے گا
URAA287,QA287,URAA,287,اور اگر وہ تنگ دست ہے تو آسودہ حالی تک مہلت دینی چاہیئے اور بخش دو تو تمہارے لیے بہت ہی بہتر ہے اگر تم جانتے ہو
URAA288,QA288,URAA,288,اور اس دن سے ڈرو جس دن الله کی طرف لوٹائے جاؤ گے پھر پھر ہر شخص کو اس کی کمائی کا پورا پورا بدلہ دے دیا جائے گا اور ان پر ظلم نہ ہوگا
URAA289,QA289,URAA,289,اے ایمان والو! جب تم کسی وقت مقرر تک آپس میں ادھار کا معاملہ کرو تو اسے لکھ لیا کرو اور چاہیئے کہ تمہارے درمیان لکھنے والے انصاف سے لکھے اور لکھنے والا لکھنے سے انکار نہ کرے جیسا کہ اس کو الله نے سکھایا ہے سو اسے چاہیئے کہ لکھ دے اور وہ شخص بتلاتا جائے کہ جس پر قرض ہے اور الله سے ڈرے جو اس کا رب ہے اور اس میں کچھ کم کر کے نہ لکھائے پھر اگر وہ شخص کہ جس پر قرض ہے بے وقوف ہے یا کمزور ہے یا وہ بتلا نہیں سکتا تو اس کا کارکن ٹھیک طور پر لکھوا دے اور اپنے مردوں میں سے دو گواہ کر لیا کرو پھر اگر دو مرد نہ ہوں تو ایک مرد اور دوعورتیں ان لوگوں میں سے جنہیں تم گواہو ں میں سے پسند کرتے ہوتاکہ اگر ایک ان میں سے بھول جائے تو دوسری اسے یاد دلا دے اور جب گواہوں کو بلایا جائے تو انکار نہ کریں اور معاملہ چھوٹا ہو یا بڑا اس کی معیاد تک لکھنے میں سستی نہ کرو یہ لکھ لینا الله کے نزدیک انصاف کو زیادہ قائم رکھنے والا ہے اور شہادت کا زیادہ درست رکھنے والا ہے اور زیادہ قریب ہے اس بات کے کہ تم کسی شبہ میں نہ پڑو مگر یہ کہ سوداگری ہاتھوں ہاتھ ہو جسے آپس میں لیتے دیتے ہو پھر تم پر کوئی گناہ نہیں کہ اسے نہ لکھو اور جب آپس میں سودا کرو تو گواہ بنا لو اور لکھنے والے اور گواہ بنانے والے کو تکلیف نہ دی جائے اور اگر تم نے تکلیف دی تو تمہیں گناہ ہوگا اور الله سے ڈرو اور الله تمہیں سکھاتا ہے اور الله ہر چیز کا جاننے والا ہے
URAA290,QA290,URAA,290,اور اگر تم سفر میں ہو اور کوئی لکھنے والا نہ پاؤ تو گروی پر قبضہ کیا جائے اور اگر ایک تم میں سے دوسرے پر اعتبار کرے تو چاہیئے کہ کہ وہ شخص امانت ادا کردے جس پر اعتبار کیا گیا اور اپنے الله سے ڈرے جو اس کا رب ہے اور گواہی کو نہ چھپاؤ اور جو شخص اسے چھپائے گا تو بے شک اس کا دل گناہگار ہے اور جو کچھ تم کرتے ہو الله خوب جانتا ہے
URAA291,QA291,URAA,291,جو کچھ آسمانوں اور زمین میں ہے اللہ ہی کا ہے اور اگر تم اپنے دل کی بات ظاہر کرو گے یا چھپاؤ گے الله تم سے اس کا حساب لے گا پھر جس کو چاہے بخشے گا اور جسے چاہے عذاب کرے گا اور الله ہر چیز پر قادر ہے
URAA292,QA292,URAA,292,رسول نے مان لیا جو کچھ اس پر اس کے رب کی طرف سے اترا ہے اور مسلمانوں نے بھی مان لیا سب نے الله کو اور اس کے فرشتوں کو اور اس کی کتابوں کو اور اس کے رسولوں کو مان لیا ہے کہتے ہیں کہ ہم الله کے رسولوں کو ایک دوسرے سے الگ نہیں کرتے اور کہتے ہیں ہم نے سنا اور مان لیا اے ہمارے رب تیری بخشش چاہتے ہیں اور تیری ہی طرف لوٹ کر جانا ہے
URAA293,QA293,URAA,293,الله کسی کو اس کی طاقت کے سوا تکلیف نہیں دیتا نیکی کا فائدہ بھی اسی کو ہو گا اور برائی کی زد بھی اسی پر پڑے گی اے رب ہمارے! اگر ہم بھول جائیں یا غلطی کریں تو ہمیں نہ پکڑ اے رب ہمارے! اور ہم پر بھاری بوجھ نہ رکھ جیسا تو نے ہم سے پہلے لوگوں پر رکھا تھا اے رب ہمارے! اور ہم سے وہ بوجھ نہ اٹھوا جس کی ہمیں طاقت نہیں اور ہمیں معاف کر دے اور ہمیں بخش دے اور ہم پر رحم کر تو ہی ہمارا کارساز ہے کافروں کے مقابلہ میں تو ہماری مدد کر
URAA294,QA294,URAA,294,المۤ
URAA295,QA295,URAA,295,الله اس کے سوا کوئی معبود نہیں زندہ ہے نظام کائنات کا سنبھالنے والا ہے
URAA296,QA296,URAA,296,اس نے تجھ پر یہ سچی کتاب نازل فرمائی جو پہلی کتابوں کی تصدیق کرتی ہے اور اسی نے اس کتاب سے پہلے تورات اور انجیل نازل فرمائی
URAA297,QA297,URAA,297,وہ کتابیں لوگوں کے لیے راہ نما ہیں اور اسی نے فیصلہ کن چیزیں نازل فرمائیں بے شک جو لوگ الله کی آیتوں سے منکر ہوئے ان کے لیے سخت عذاب ہے اور الله تعالیٰ زبردست بدلہ دینے والا ہے
URAA298,QA298,URAA,298,الله پر زمین اور آسمان میں کوئی چیز چھپی ہوئی نہیں
URAA299,QA299,URAA,299,وہی جس طرح چاہے ماں کے پیٹ میں تمہارا نقشہ بناتا ہے اس کے سوا اور کوئی معبود نہیں زبردست حکمت والا ہے
URAA300,QA300,URAA,300,وہی ہے جس نے تجھ پر کتاب اتاری اس میں بعض آیتیں محکم ہیں (جن کے معنیٰ واضح ہیں) وہ کتاب کی اصل ہیں اور دوسری مشابہ ہیں (جن کے معنیٰ معلوم یا معین نہیں) سو جن لوگو ں کے دل ٹیڑھے ہیں وہ گمراہی پھیلانے کی غرض سے اور مطلب معلوم کرنے کی غرض سے متشابہات کے پیچھے لگتے ہیں اور حالانکہ ان کا مطلب سوائے الله کے اور کوئی نہیں جانتا اور مضبوط علم والے کہتے ہیں ہمارا ان چیزوں پر ایمان ہے یہ سب ہمارے رب کی طرف سے ہیں اور نصیحت وہی لوگ مانتے ہیں جو عقلمند ہیں
